Causas (lista reducida);Sexo;Edad;Total
090 Accidentes de tráfico;Ambos sexos;De 45 a 49 años;117
090 Accidentes de tráfico;Ambos sexos;De 50 a 54 años;122
090 Accidentes de tráfico;Ambos sexos;De 55 a 59 años;132
090 Accidentes de tráfico;Ambos sexos;De 60 a 64 años;89
090 Accidentes de tráfico;Ambos sexos;De 65 a 69 años;78
090 Accidentes de tráfico;Ambos sexos;De 70 a 74 años;71
090 Accidentes de tráfico;Ambos sexos;De 75 a 79 años;92
090 Accidentes de tráfico;Ambos sexos;De 80 a 84 años;70
090 Accidentes de tráfico;Ambos sexos;De 85 a 89 años;66
090 Accidentes de tráfico;Ambos sexos;De 90 a 94 años;18
090 Accidentes de tráfico;Ambos sexos;De 95 años y más;7
090 Accidentes de tráfico;Hombres;Todas las edades;1.168
090 Accidentes de tráfico;Hombres;Menores de 1 año;0
090 Accidentes de tráfico;Hombres;De 1 a 4 años;3
090 Accidentes de tráfico;Hombres;De 5 a 9 años;3
090 Accidentes de tráfico;Hombres;De 10 a 14 años;8
090 Accidentes de tráfico;Hombres;De 15 a 19 años;33
090 Accidentes de tráfico;Hombres;De 20 a 24 años;75
090 Accidentes de tráfico;Hombres;De 25 a 29 años;73
090 Accidentes de tráfico;Hombres;De 30 a 34 años;90
090 Accidentes de tráfico;Hombres;De 35 a 39 años;92
090 Accidentes de tráfico;Hombres;De 40 a 44 años;106
090 Accidentes de tráfico;Hombres;De 45 a 49 años;102
090 Accidentes de tráfico;Hombres;De 50 a 54 años;101
090 Accidentes de tráfico;Hombres;De 55 a 59 años;114
090 Accidentes de tráfico;Hombres;De 60 a 64 años;78
090 Accidentes de tráfico;Hombres;De 65 a 69 años;62
090 Accidentes de tráfico;Hombres;De 70 a 74 años;53
090 Accidentes de tráfico;Hombres;De 75 a 79 años;61
090 Accidentes de tráfico;Hombres;De 80 a 84 años;50
090 Accidentes de tráfico;Hombres;De 85 a 89 años;49
090 Accidentes de tráfico;Hombres;De 90 a 94 años;10
090 Accidentes de tráfico;Hombres;De 95 años y más;5
090 Accidentes de tráfico;Mujeres;Todas las edades;295
090 Accidentes de tráfico;Mujeres;Menores de 1 año;3
090 Accidentes de tráfico;Mujeres;De 1 a 4 años;2
090 Accidentes de tráfico;Mujeres;De 5 a 9 años;2
090 Accidentes de tráfico;Mujeres;De 10 a 14 años;5
090 Accidentes de tráfico;Mujeres;De 15 a 19 años;17
090 Accidentes de tráfico;Mujeres;De 20 a 24 años;19
090 Accidentes de tráfico;Mujeres;De 25 a 29 años;18
090 Accidentes de tráfico;Mujeres;De 30 a 34 años;13
090 Accidentes de tráfico;Mujeres;De 35 a 39 años;17
090 Accidentes de tráfico;Mujeres;De 40 a 44 años;22
090 Accidentes de tráfico;Mujeres;De 45 a 49 años;15
090 Accidentes de tráfico;Mujeres;De 50 a 54 años;21
090 Accidentes de tráfico;Mujeres;De 55 a 59 años;18
090 Accidentes de tráfico;Mujeres;De 60 a 64 años;11
090 Accidentes de tráfico;Mujeres;De 65 a 69 años;16
090 Accidentes de tráfico;Mujeres;De 70 a 74 años;18
090 Accidentes de tráfico;Mujeres;De 75 a 79 años;31
090 Accidentes de tráfico;Mujeres;De 80 a 84 años;20
090 Accidentes de tráfico;Mujeres;De 85 a 89 años;17
090 Accidentes de tráfico;Mujeres;De 90 a 94 años;8
090 Accidentes de tráfico;Mujeres;De 95 años y más;2
091 Otros accidentes de transporte;Ambos sexos;Todas las edades;223
091 Otros accidentes de transporte;Ambos sexos;Menores de 1 año;0
091 Otros accidentes de transporte;Ambos sexos;De 1 a 4 años;1
091 Otros accidentes de transporte;Ambos sexos;De 5 a 9 años;2
091 Otros accidentes de transporte;Ambos sexos;De 10 a 14 años;3
091 Otros accidentes de transporte;Ambos sexos;De 15 a 19 años;6
091 Otros accidentes de transporte;Ambos sexos;De 20 a 24 años;9
091 Otros accidentes de transporte;Ambos sexos;De 25 a 29 años;28
091 Otros accidentes de transporte;Ambos sexos;De 30 a 34 años;19
091 Otros accidentes de transporte;Ambos sexos;De 35 a 39 años;10
091 Otros accidentes de transporte;Ambos sexos;De 40 a 44 años;12
091 Otros accidentes de transporte;Ambos sexos;De 45 a 49 años;11
091 Otros accidentes de transporte;Ambos sexos;De 50 a 54 años;26
091 Otros accidentes de transporte;Ambos sexos;De 55 a 59 años;11
091 Otros accidentes de transporte;Ambos sexos;De 60 a 64 años;16
091 Otros accidentes de transporte;Ambos sexos;De 65 a 69 años;16
091 Otros accidentes de transporte;Ambos sexos;De 70 a 74 años;15
091 Otros accidentes de transporte;Ambos sexos;De 75 a 79 años;15
091 Otros accidentes de transporte;Ambos sexos;De 80 a 84 años;11
091 Otros accidentes de transporte;Ambos sexos;De 85 a 89 años;10
091 Otros accidentes de transporte;Ambos sexos;De 90 a 94 años;2
091 Otros accidentes de transporte;Ambos sexos;De 95 años y más;0
091 Otros accidentes de transporte;Hombres;Todas las edades;205
091 Otros accidentes de transporte;Hombres;Menores de 1 año;0
091 Otros accidentes de transporte;Hombres;De 1 a 4 años;1
091 Otros accidentes de transporte;Hombres;De 5 a 9 años;0
091 Otros accidentes de transporte;Hombres;De 10 a 14 años;1
091 Otros accidentes de transporte;Hombres;De 15 a 19 años;5
091 Otros accidentes de transporte;Hombres;De 20 a 24 años;9
091 Otros accidentes de transporte;Hombres;De 25 a 29 años;28
091 Otros accidentes de transporte;Hombres;De 30 a 34 años;18
091 Otros accidentes de transporte;Hombres;De 35 a 39 años;10
091 Otros accidentes de transporte;Hombres;De 40 a 44 años;10
091 Otros accidentes de transporte;Hombres;De 45 a 49 años;10
091 Otros accidentes de transporte;Hombres;De 50 a 54 años;22
091 Otros accidentes de transporte;Hombres;De 55 a 59 años;10
091 Otros accidentes de transporte;Hombres;De 60 a 64 años;16
091 Otros accidentes de transporte;Hombres;De 65 a 69 años;15
091 Otros accidentes de transporte;Hombres;De 70 a 74 años;14
091 Otros accidentes de transporte;Hombres;De 75 a 79 años;14
091 Otros accidentes de transporte;Hombres;De 80 a 84 años;10
091 Otros accidentes de transporte;Hombres;De 85 a 89 años;10
091 Otros accidentes de transporte;Hombres;De 90 a 94 años;2
091 Otros accidentes de transporte;Hombres;De 95 años y más;0
091 Otros accidentes de transporte;Mujeres;Todas las edades;18
091 Otros accidentes de transporte;Mujeres;Menores de 1 año;0
091 Otros accidentes de transporte;Mujeres;De 1 a 4 años;0
091 Otros accidentes de transporte;Mujeres;De 5 a 9 años;2
091 Otros accidentes de transporte;Mujeres;De 10 a 14 años;2
091 Otros accidentes de transporte;Mujeres;De 15 a 19 años;1
091 Otros accidentes de transporte;Mujeres;De 20 a 24 años;0
091 Otros accidentes de transporte;Mujeres;De 25 a 29 años;0
091 Otros accidentes de transporte;Mujeres;De 30 a 34 años;1
091 Otros accidentes de transporte;Mujeres;De 35 a 39 años;0
091 Otros accidentes de transporte;Mujeres;De 40 a 44 años;2
091 Otros accidentes de transporte;Mujeres;De 45 a 49 años;1
091 Otros accidentes de transporte;Mujeres;De 50 a 54 años;4
091 Otros accidentes de transporte;Mujeres;De 55 a 59 años;1
091 Otros accidentes de transporte;Mujeres;De 60 a 64 años;0
091 Otros accidentes de transporte;Mujeres;De 65 a 69 años;1
091 Otros accidentes de transporte;Mujeres;De 70 a 74 años;1
091 Otros accidentes de transporte;Mujeres;De 75 a 79 años;1
091 Otros accidentes de transporte;Mujeres;De 80 a 84 años;1
091 Otros accidentes de transporte;Mujeres;De 85 a 89 años;0
091 Otros accidentes de transporte;Mujeres;De 90 a 94 años;0
091 Otros accidentes de transporte;Mujeres;De 95 años y más;0
092 Caídas accidentales;Ambos sexos;Todas las edades;3.605
092 Caídas accidentales;Ambos sexos;Menores de 1 año;1
092 Caídas accidentales;Ambos sexos;De 1 a 4 años;3
092 Caídas accidentales;Ambos sexos;De 5 a 9 años;0
092 Caídas accidentales;Ambos sexos;De 10 a 14 años;4
092 Caídas accidentales;Ambos sexos;De 15 a 19 años;4
092 Caídas accidentales;Ambos sexos;De 20 a 24 años;21
092 Caídas accidentales;Ambos sexos;De 25 a 29 años;22
092 Caídas accidentales;Ambos sexos;De 30 a 34 años;29
092 Caídas accidentales;Ambos sexos;De 35 a 39 años;33
092 Caídas accidentales;Ambos sexos;De 40 a 44 años;53
092 Caídas accidentales;Ambos sexos;De 45 a 49 años;65
092 Caídas accidentales;Ambos sexos;De 50 a 54 años;83
092 Caídas accidentales;Ambos sexos;De 55 a 59 años;91
092 Caídas accidentales;Ambos sexos;De 60 a 64 años;130
092 Caídas accidentales;Ambos sexos;De 65 a 69 años;147
092 Caídas accidentales;Ambos sexos;De 70 a 74 años;252
092 Caídas accidentales;Ambos sexos;De 75 a 79 años;325
092 Caídas accidentales;Ambos sexos;De 80 a 84 años;572
092 Caídas accidentales;Ambos sexos;De 85 a 89 años;819
092 Caídas accidentales;Ambos sexos;De 90 a 94 años;670
092 Caídas accidentales;Ambos sexos;De 95 años y más;281
092 Caídas accidentales;Hombres;Todas las edades;1.898
092 Caídas accidentales;Hombres;Menores de 1 año;1
092 Caídas accidentales;Hombres;De 1 a 4 años;3
092 Caídas accidentales;Hombres;De 5 a 9 años;0
092 Caídas accidentales;Hombres;De 10 a 14 años;2
092 Caídas accidentales;Hombres;De 15 a 19 años;4
092 Caídas accidentales;Hombres;De 20 a 24 años;18
092 Caídas accidentales;Hombres;De 25 a 29 años;17
092 Caídas accidentales;Hombres;De 30 a 34 años;25
092 Caídas accidentales;Hombres;De 35 a 39 años;30
092 Caídas accidentales;Hombres;De 40 a 44 años;45
092 Caídas accidentales;Hombres;De 45 a 49 años;57
092 Caídas accidentales;Hombres;De 50 a 54 años;64
092 Caídas accidentales;Hombres;De 55 a 59 años;77
092 Caídas accidentales;Hombres;De 60 a 64 años;98
092 Caídas accidentales;Hombres;De 65 a 69 años;110
092 Caídas accidentales;Hombres;De 70 a 74 años;160
092 Caídas accidentales;Hombres;De 75 a 79 años;192
092 Caídas accidentales;Hombres;De 80 a 84 años;296
092 Caídas accidentales;Hombres;De 85 a 89 años;357
092 Caídas accidentales;Hombres;De 90 a 94 años;243
092 Caídas accidentales;Hombres;De 95 años y más;99
092 Caídas accidentales;Mujeres;Todas las edades;1.707
092 Caídas accidentales;Mujeres;Menores de 1 año;0
092 Caídas accidentales;Mujeres;De 1 a 4 años;0
092 Caídas accidentales;Mujeres;De 5 a 9 años;0
092 Caídas accidentales;Mujeres;De 10 a 14 años;2
092 Caídas accidentales;Mujeres;De 15 a 19 años;0
092 Caídas accidentales;Mujeres;De 20 a 24 años;3
092 Caídas accidentales;Mujeres;De 25 a 29 años;5
092 Caídas accidentales;Mujeres;De 30 a 34 años;4
092 Caídas accidentales;Mujeres;De 35 a 39 años;3
092 Caídas accidentales;Mujeres;De 40 a 44 años;8
092 Caídas accidentales;Mujeres;De 45 a 49 años;8
092 Caídas accidentales;Mujeres;De 50 a 54 años;19
092 Caídas accidentales;Mujeres;De 55 a 59 años;14
092 Caídas accidentales;Mujeres;De 60 a 64 años;32
092 Caídas accidentales;Mujeres;De 65 a 69 años;37
092 Caídas accidentales;Mujeres;De 70 a 74 años;92
092 Caídas accidentales;Mujeres;De 75 a 79 años;133
092 Caídas accidentales;Mujeres;De 80 a 84 años;276
092 Caídas accidentales;Mujeres;De 85 a 89 años;462
092 Caídas accidentales;Mujeres;De 90 a 94 años;427
092 Caídas accidentales;Mujeres;De 95 años y más;182
093 Ahogamiento, sumersión y sofocación accidentales;Ambos sexos;Todas las edades;2.913
093 Ahogamiento, sumersión y sofocación accidentales;Ambos sexos;Menores de 1 año;6
093 Ahogamiento, sumersión y sofocación accidentales;Ambos sexos;De 1 a 4 años;30
093 Ahogamiento, sumersión y sofocación accidentales;Ambos sexos;De 5 a 9 años;8
093 Ahogamiento, sumersión y sofocación accidentales;Ambos sexos;De 10 a 14 años;4
093 Ahogamiento, sumersión y sofocación accidentales;Ambos sexos;De 15 a 19 años;19
093 Ahogamiento, sumersión y sofocación accidentales;Ambos sexos;De 20 a 24 años;26
093 Ahogamiento, sumersión y sofocación accidentales;Ambos sexos;De 25 a 29 años;18
093 Ahogamiento, sumersión y sofocación accidentales;Ambos sexos;De 30 a 34 años;32
093 Ahogamiento, sumersión y sofocación accidentales;Ambos sexos;De 35 a 39 años;33
093 Ahogamiento, sumersión y sofocación accidentales;Ambos sexos;De 40 a 44 años;55
093 Ahogamiento, sumersión y sofocación accidentales;Ambos sexos;De 45 a 49 años;50
093 Ahogamiento, sumersión y sofocación accidentales;Ambos sexos;De 50 a 54 años;84
093 Ahogamiento, sumersión y sofocación accidentales;Ambos sexos;De 55 a 59 años;84
093 Ahogamiento, sumersión y sofocación accidentales;Ambos sexos;De 60 a 64 años;94
093 Ahogamiento, sumersión y sofocación accidentales;Ambos sexos;De 65 a 69 años;118
093 Ahogamiento, sumersión y sofocación accidentales;Ambos sexos;De 70 a 74 años;139
093 Ahogamiento, sumersión y sofocación accidentales;Ambos sexos;De 75 a 79 años;198
093 Ahogamiento, sumersión y sofocación accidentales;Ambos sexos;De 80 a 84 años;360
093 Ahogamiento, sumersión y sofocación accidentales;Ambos sexos;De 85 a 89 años;603
093 Ahogamiento, sumersión y sofocación accidentales;Ambos sexos;De 90 a 94 años;569
093 Ahogamiento, sumersión y sofocación accidentales;Ambos sexos;De 95 años y más;383
093 Ahogamiento, sumersión y sofocación accidentales;Hombres;Todas las edades;1.467
093 Ahogamiento, sumersión y sofocación accidentales;Hombres;Menores de 1 año;2
093 Ahogamiento, sumersión y sofocación accidentales;Hombres;De 1 a 4 años;23
093 Ahogamiento, sumersión y sofocación accidentales;Hombres;De 5 a 9 años;6
093 Ahogamiento, sumersión y sofocación accidentales;Hombres;De 10 a 14 años;1
093 Ahogamiento, sumersión y sofocación accidentales;Hombres;De 15 a 19 años;17
093 Ahogamiento, sumersión y sofocación accidentales;Hombres;De 20 a 24 años;25
093 Ahogamiento, sumersión y sofocación accidentales;Hombres;De 25 a 29 años;13
093 Ahogamiento, sumersión y sofocación accidentales;Hombres;De 30 a 34 años;27
093 Ahogamiento, sumersión y sofocación accidentales;Hombres;De 35 a 39 años;26
093 Ahogamiento, sumersión y sofocación accidentales;Hombres;De 40 a 44 años;42
093 Ahogamiento, sumersión y sofocación accidentales;Hombres;De 45 a 49 años;37
093 Ahogamiento, sumersión y sofocación accidentales;Hombres;De 50 a 54 años;68
093 Ahogamiento, sumersión y sofocación accidentales;Hombres;De 55 a 59 años;67
093 Ahogamiento, sumersión y sofocación accidentales;Hombres;De 60 a 64 años;64
093 Ahogamiento, sumersión y sofocación accidentales;Hombres;De 65 a 69 años;77
093 Ahogamiento, sumersión y sofocación accidentales;Hombres;De 70 a 74 años;95
093 Ahogamiento, sumersión y sofocación accidentales;Hombres;De 75 a 79 años;113
093 Ahogamiento, sumersión y sofocación accidentales;Hombres;De 80 a 84 años;194
093 Ahogamiento, sumersión y sofocación accidentales;Hombres;De 85 a 89 años;268
093 Ahogamiento, sumersión y sofocación accidentales;Hombres;De 90 a 94 años;197
093 Ahogamiento, sumersión y sofocación accidentales;Hombres;De 95 años y más;105
093 Ahogamiento, sumersión y sofocación accidentales;Mujeres;Todas las edades;1.446
093 Ahogamiento, sumersión y sofocación accidentales;Mujeres;Menores de 1 año;4
093 Ahogamiento, sumersión y sofocación accidentales;Mujeres;De 1 a 4 años;7
093 Ahogamiento, sumersión y sofocación accidentales;Mujeres;De 5 a 9 años;2
093 Ahogamiento, sumersión y sofocación accidentales;Mujeres;De 10 a 14 años;3
093 Ahogamiento, sumersión y sofocación accidentales;Mujeres;De 15 a 19 años;2
093 Ahogamiento, sumersión y sofocación accidentales;Mujeres;De 20 a 24 años;1
093 Ahogamiento, sumersión y sofocación accidentales;Mujeres;De 25 a 29 años;5
093 Ahogamiento, sumersión y sofocación accidentales;Mujeres;De 30 a 34 años;5
093 Ahogamiento, sumersión y sofocación accidentales;Mujeres;De 35 a 39 años;7
093 Ahogamiento, sumersión y sofocación accidentales;Mujeres;De 40 a 44 años;13
093 Ahogamiento, sumersión y sofocación accidentales;Mujeres;De 45 a 49 años;13
093 Ahogamiento, sumersión y sofocación accidentales;Mujeres;De 50 a 54 años;16
093 Ahogamiento, sumersión y sofocación accidentales;Mujeres;De 55 a 59 años;17
093 Ahogamiento, sumersión y sofocación accidentales;Mujeres;De 60 a 64 años;30
093 Ahogamiento, sumersión y sofocación accidentales;Mujeres;De 65 a 69 años;41
093 Ahogamiento, sumersión y sofocación accidentales;Mujeres;De 70 a 74 años;44
093 Ahogamiento, sumersión y sofocación accidentales;Mujeres;De 75 a 79 años;85
093 Ahogamiento, sumersión y sofocación accidentales;Mujeres;De 80 a 84 años;166
093 Ahogamiento, sumersión y sofocación accidentales;Mujeres;De 85 a 89 años;335
093 Ahogamiento, sumersión y sofocación accidentales;Mujeres;De 90 a 94 años;372
093 Ahogamiento, sumersión y sofocación accidentales;Mujeres;De 95 años y más;278
094 Accidentes por fuego, humo y sustancias calientes;Ambos sexos;Todas las edades;179
094 Accidentes por fuego, humo y sustancias calientes;Ambos sexos;Menores de 1 año;1
094 Accidentes por fuego, humo y sustancias calientes;Ambos sexos;De 1 a 4 años;1
094 Accidentes por fuego, humo y sustancias calientes;Ambos sexos;De 5 a 9 años;0
094 Accidentes por fuego, humo y sustancias calientes;Ambos sexos;De 10 a 14 años;0
094 Accidentes por fuego, humo y sustancias calientes;Ambos sexos;De 15 a 19 años;1
094 Accidentes por fuego, humo y sustancias calientes;Ambos sexos;De 20 a 24 años;4
094 Accidentes por fuego, humo y sustancias calientes;Ambos sexos;De 25 a 29 años;7
094 Accidentes por fuego, humo y sustancias calientes;Ambos sexos;De 30 a 34 años;8
094 Accidentes por fuego, humo y sustancias calientes;Ambos sexos;De 35 a 39 años;2
094 Accidentes por fuego, humo y sustancias calientes;Ambos sexos;De 40 a 44 años;6
